ABE Polygon,Points,,,,,,,,,
ABE_POLYGON,40.42127467,-86.91660783,40.42172201,-86.91574107,40.42224515,-86.91654536,40.42175917,-86.91736528,40.4214218,-86.91719349
CHICK-FIL-A,40.4292112,-86.91955532,40.42849667,-86.92032006,40.4278704,-86.91955532,40.42851349,-86.91847308,,
TRACTOR-POLYGON,41.401728,-84.972011,41.400734,-84.975789,41.400921,-84.966109,41.401931,-84.966122,,
